exam_year,question_id,question_type,topic,modality,question_text,description,image_path,correct_answer
Spring2025,Q10,B,Decision tree / classification boundary mapping,screenshot,"We consider an artificial dataset of N = 4000 observations. The dataset is classified according to a decision tree of the form shown in Figure 4 resulting in a partition into classes indicated by the colors/markers in Figure 5. What is the correct rule assignment to the nodes in the decision tree?

A. A: ||[x1; x2] - [4; 0]||_1 < 3, B: ||[x1; x2] - [4; 4]||_2 < 2, C: ||[x1; x2] - [2; 0]||_inf < 3
B. A: ||[x1; x2] - [4; 4]||_2 < 2, B: ||[x1; x2] - [4; 0]||_1 < 3, C: ||[x1; x2] - [2; 0]||_inf < 3
C. A: ||[x1; x2] - [2; 0]||_inf < 3, B: ||[x1; x2] - [4; 4]||_2 < 2, C: ||[x1; x2] - [4; 0]||_1 < 3
D. A: ||[x1; x2] - [4; 0]||_1 < 3, B: ||[x1; x2] - [2; 0]||_inf < 3, C: ||[x1; x2] - [4; 4]||_2 < 2",,data/screenshots/Spring2025_Q10.png,B
Spring2025,Q11,C,Kernel density estimation / leave-one-out,screenshot,"Figure 6 shows a kernel density estimator (KDE) on five datapoints using the standard formulation of the KDE, i.e., p(x) = (1/N) sum_{n=1}^{N} N(x | mu_n, Sigma = 2 I). Table 4 shows the evaluation of each individual component/kernel at each of the five observations. Compute the leave-one-out (LOO) estimate of p(x2).

A. p(x2) ~ 0.016
B. p(x2) ~ 0.020
C. p(x2) ~ 0.053
D. p(x2) ~ 0.080",,data/screenshots/Spring2025_Q11.png,B
Spring2025,Q11,C,Kernel density estimation / leave-one-out,text_desc,"Figure 6 shows a kernel density estimator (KDE) on five datapoints using the standard formulation of the KDE, i.e., p(x) = (1/N) sum_{n=1}^{N} N(x | mu_n, Sigma = 2 I). Table 4 shows the evaluation of each individual component/kernel at each of the five observations. Compute the leave-one-out (LOO) estimate of p(x2).

A. p(x2) ~ 0.016
B. p(x2) ~ 0.020
C. p(x2) ~ 0.053
D. p(x2) ~ 0.080","Table 4: Evaluation of each individual component/kernel at each observation.

         Component
 Obs.      1       2       3       4       5
  x1     0.13    0.06    0.00    0.00    0.00
  x2     0.06    0.13    0.02    0.00    0.00
  x3     0.00    0.02    0.13    0.00    0.00
  x4     0.00    0.00    0.00    0.13    0.02
  x5     0.00    0.00    0.00    0.02    0.13",,B
Spring2025,Q12,B,Gaussian Mixture Model / responsibilities,screenshot,"A Gaussian Mixture Model with K = 3 components has been trained on a dataset with two attributes. The trained model is defined as p(x) = sum_{k=1}^{3} p(z = k) N(x | mu_k, Sigma_k), with the following covariance matrices: Sigma_1 = [[0.7, -0.62], [-0.62, 0.95]], Sigma_2 = [[1.4, 0.45], [0.45, 1.0]], Sigma_3 = [[0.1, 0], [0, 0.9]]. The prior probability of the components are equal, i.e., p(z = 1) = p(z = 2) = p(z = 3) = 1/3. The contour lines of the densities corresponding to the individual mixture components are shown in Figure 7. Given a test point x = [0, 0]^T, determine which component the test point is most likely to belong to, i.e., the component that maximizes p(z = k | x).

A. Component 1
B. Component 2
C. Component 3
D. The point has equal probability of belonging to the three components",,data/screenshots/Spring2025_Q12.png,A
Spring2025,Q13,B,Classifier decision boundaries / model identification,screenshot,"We will consider a subset of the Welding robot dataset (described in Table 1) after it has been projected onto the first two principal components b1 and b2, thereby giving rise to a smaller two-dimensional dataset. We will consider the following four classifiers: LREG: Logistic regression. ANN: Artificial neural network with 5 hidden units. DT: Decision tree with regular axis-aligned splits (b_i < c). KNN: K-nearest neighbours with K = 3. The classifiers are trained on a two-dimensional dataset and the decision boundary for each of the four classifiers is given in Figure 8. Which one of the following statements is correct?

A. Classifier 1 corresponds to LREG, Classifier 2 corresponds to KNN, Classifier 3 corresponds to ANN, Classifier 4 corresponds to DT.
B. Classifier 1 corresponds to DT, Classifier 2 corresponds to LREG, Classifier 3 corresponds to KNN, Classifier 4 corresponds to ANN.
C. Classifier 1 corresponds to LREG, Classifier 2 corresponds to ANN, Classifier 3 corresponds to KNN, Classifier 4 corresponds to DT.
D. Classifier 1 corresponds to ANN, Classifier 2 corresponds to DT, Classifier 3 corresponds to KNN, Classifier 4 corresponds to LREG.",,data/screenshots/Spring2025_Q13.png,C
Spring2025,Q14,A,Regularization / bias-variance,text,"Consider a regularized linear regression model trained with the regularization parameter/strength lambda = 1.49 on the Welding robot dataset using the five attributes in addition to third-order polynomial terms as input, i.e. x_bar = [1, x1, x2, ..., x5, x1^3, x2^3, ..., x5^3]^T. The model performs poorly on a held-out test set and has been confirmed to have low bias but very high variance. Which one of the following actions is most likely to improve the generalization performance on unseen data?

A. Add forth-order polynomial transformations of the data.
B. Decrease the amount of regularization applied to the model.
C. Train only on half the training set with lambda = 1.49.
D. Increase the value of lambda.",,,D
Spring2025,Q15,A,Cross-validation / conceptual,text,"Which one of the following statements about cross-validation (CV) is correct?

A. In hold-out cross-validation, using the same test set for learning the complexity of the model and for the final evaluation of the performance gives an accurate estimate of the generalization error.
B. In K-fold cross-validation the trained models are more similar to each other compared to those in leave-one-out cross-validation because the overlap between the training sets is larger.
C. For a given dataset, leave-one-out cross-validation typically gives a better estimate of the generalization error than K-fold cross-validation and hold-out cross-validation.
D. The two-layer cross-validation procedure can be used only for supervised and not unsupervised learning problems.",,,C
Spring2025,Q16,A,Rand index / cluster comparison,text,"Consider clustering N = 4 observations with the ground-truth given by each observation belonging to its own cluster such that the partition Q becomes: Q = [1, 2, 3, 4]. The elements in the vector indicate the cluster index for a specific observation. We use the Rand index to compare two partitions, Q and Z, i.e., Rand(Q, Z) = (S + D) / ((1/2) N (N - 1)), where S is the number of times Z and Q agree that two observations are in the same cluster in both partitions. D is the number of times Z and Q agree that two observations are not in the same cluster in both partitions. Determine which one of the following options for the Z partition that results in the highest Rand index when compared to Q.

A. Z(A) = [1, 1, 2, 2]
B. Z(B) = [1, 2, 3, 2]
C. Z(C) = [1, 2, 1, 2]
D. Z(D) = [1, 2, 2, 2]",,,B
Spring2025,Q17,B,Bayes theorem from histogram counts,screenshot,"Consider the Welding robot dataset from Table 1. The attributes have been binarized to produce new features denoted x1_hat, x2_hat, ..., xM_hat. A summary of the binarised dataset is given in Figure 9 for a subset of the (binarized) attributes and label, namely x1_hat, x2_hat and y. Determine the probability of y = 2 given an observation has x1_hat = 1 and x2_hat = 0 using Bayes theorem (without applying the Naive Bayes assumption).

A. 0.691
B. 0.909
C. 0.263
D. 0.379",,data/screenshots/Spring2025_Q17.png,B
Spring2025,Q17,B,Bayes theorem from histogram counts,text_desc,"Consider the Welding robot dataset from Table 1. The attributes have been binarized to produce new features denoted x1_hat, x2_hat, ..., xM_hat. A summary of the binarised dataset is given in Figure 9 for a subset of the (binarized) attributes and label, namely x1_hat, x2_hat and y. Determine the probability of y = 2 given an observation has x1_hat = 1 and x2_hat = 0 using Bayes theorem (without applying the Naive Bayes assumption).

A. 0.691
B. 0.909
C. 0.263
D. 0.379","Figure 9: Histogram of a binarized version of the Welding robot dataset. Counts of observations by (x1_hat, x2_hat) within each class.

Class y = 1 (N_{y=1} = 120 out of N = 500 observations):
  x1_hat=0, x2_hat=0, y=1 : 40
  x1_hat=0, x2_hat=1, y=1 : 50
  x1_hat=1, x2_hat=0, y=1 : 10
  x1_hat=1, x2_hat=1, y=1 : 20

Class y = 2 (N_{y=2} = 380 out of N = 500 observations):
  x1_hat=0, x2_hat=0, y=2 : 110
  x1_hat=0, x2_hat=1, y=2 : 120
  x1_hat=1, x2_hat=0, y=2 : 100
  x1_hat=1, x2_hat=1, y=2 : 50",,B
Spring2025,Q18,B,Two-layer cross-validation / generalization error,screenshot,"Consider evaluating three regression models (M_{s=1}, M_{s=2}, and M_{s=3}) of different complexity, based on a dataset with 1200 observations. We use two-layer cross-validation with K1 = 4 outer folds and K2 = 2 inner folds. The error is computed using the mean squared error. The result of the procedure is shown in Figure 10. E^test_{M_s,i} denotes the performance of model s on the test set in the i'th outer fold. E^val_{M_s,j} denotes the performance of model s on the validation set in the j'th inner fold. Hence, we do not just choose the optimal model, M_{s*}, based on the result of the inner fold, but compute the error for all three models on the test set in each of the outer folds. Determine the value of the estimated generalization error E_gen_hat.

A. E_gen_hat ~ 0.3
B. E_gen_hat ~ 0.1
C. E_gen_hat ~ 0.25
D. E_gen_hat ~ 0.225",,data/screenshots/Spring2025_Q18.png,D
Spring2025,Q19,B,McNemar's test / classifier comparison,screenshot,"Consider a generic binary classification problem on which two classifiers, Model A and Model B, have been trained to predict if an observation, x_i, belongs to Class 0 or Class 1. We wish to compare the two models using McNemar's test to determine if there is a significant difference between them. The probabilities p(y = 1 | x_i) for the two models on a test set of n = 10 points are shown in Figure 11, together with the true test label. Our null hypothesis is that the classifiers perform similarly. Determine which combination of estimated difference in accuracy theta_hat, confidence interval (CI) with alpha = 0.05, and p-value is the only plausible answer.

A. theta_hat = 0.2, CI = [-0.16, 0.54], p-value > 0.5
B. theta_hat = -0.36, CI = [-0.16, 0.54], p-value < 0.63
C. theta_hat = 0.2, CI = [-0.16, 0.54], p-value < 0.01
D. theta_hat = -0.4, CI = [-1.0, 0.33], p-value < 0.63",,data/screenshots/Spring2025_Q19.png,A
Spring2025,Q20,B,Regularized regression / heatmap matching,screenshot,"Figure 12 shows the output of four different regularized linear regression models. We use the mean squared error to measure the discrepancy between predictions and target values. The weights are penalized using the Euclidean norm and regularization parameter/strength lambda. The weight corresponding to the intercept/offset term is not regularized. The models are trained to predict the output based on transformations of x1 and x2 and using the standard prediction rule f(x) = w^T x_bar. The models are given by: Model A: x_bar = [1, x1, x2]^T and lambda = 0.5. Model B: x_bar = [1, x1^2, x2^2]^T and lambda = 1e6. Model C: x_bar = [1, x1, x2^2]^T and lambda = 0.0. Model D: x_bar = [1, x1^2, x2^2, x1^3, x2^3]^T and lambda = 0.5. Determine which of the following options is correct.

A. Model A corresponds to Output 1, Model B corresponds to Output 2, Model C corresponds to Output 3, Model D corresponds to Output 4.
B. Model A corresponds to Output 2, Model B corresponds to Output 3, Model C corresponds to Output 4, Model D corresponds to Output 1.
C. Model A corresponds to Output 2, Model B corresponds to Output 1, Model C corresponds to Output 3, Model D corresponds to Output 4.
D. Model A corresponds to Output 4, Model B corresponds to Output 3, Model C corresponds to Output 1, Model D corresponds to Output 2.",,data/screenshots/Spring2025_Q20.png,D
Spring2025,Q21,C,AdaBoost / weight updates,screenshot,"Consider again the Welding robot dataset of Table 1. We limit ourselves to N = 6 arbitrary observations from the original dataset and only the features x1 and x3 to predict the class y = 1 or y = 2. We use a KNN classification model (K = 1) and apply the AdaBoost algorithm. We run AdaBoost for three rounds, initally with equal weights for each data point, i.e., w(t = 1) = [1/6, 1/6, 1/6, 1/6, 1/6, 1/6], resulting in the predictions tabulated in Table 5 alongside the actual/true labels. Given this information, determine the (unnormalized) weights after round t = 2 of AdaBoost. (Hint: weighted error rate eps_t = sum_i w_i(t)(1 - delta_{f(x_i),y_i}); update w_i(t+1) = w_i(t) e^{-alpha_t} if f(x_i)=y_i else w_i(t) e^{alpha_t}; alpha_t = (1/2) log((1 - eps_t)/eps_t); log is natural log.)

A. w(t = 3) ~ (1/6) [sqrt(2), sqrt(2), 1/sqrt(2), 1/sqrt(2), 1/sqrt(2), 1/sqrt(2)]
B. w(t = 3) ~ (1/6) [1/6, 1/6, 1/6, 1/6, 1/6, 1/6]
C. w(t = 3) ~ (1/6) [1/2, 1/2, 2, 2, 2, 2]
D. w(t = 3) ~ (1/6) [1/sqrt(2), 1/sqrt(2), sqrt(2), sqrt(2), sqrt(2), sqrt(2)]",,data/screenshots/Spring2025_Q21.png,A
Spring2025,Q21,C,AdaBoost / weight updates,text_desc,"Consider again the Welding robot dataset of Table 1. We limit ourselves to N = 6 arbitrary observations from the original dataset and only the features x1 and x3 to predict the class y = 1 or y = 2. We use a KNN classification model (K = 1) and apply the AdaBoost algorithm. We run AdaBoost for three rounds, initally with equal weights for each data point, i.e., w(t = 1) = [1/6, 1/6, 1/6, 1/6, 1/6, 1/6], resulting in the predictions tabulated in Table 5 alongside the actual/true labels. Given this information, determine the (unnormalized) weights after round t = 2 of AdaBoost. (Hint: weighted error rate eps_t = sum_i w_i(t)(1 - delta_{f(x_i),y_i}); update w_i(t+1) = w_i(t) e^{-alpha_t} if f(x_i)=y_i else w_i(t) e^{alpha_t}; alpha_t = (1/2) log((1 - eps_t)/eps_t); log is natural log.)

A. w(t = 3) ~ (1/6) [sqrt(2), sqrt(2), 1/sqrt(2), 1/sqrt(2), 1/sqrt(2), 1/sqrt(2)]
B. w(t = 3) ~ (1/6) [1/6, 1/6, 1/6, 1/6, 1/6, 1/6]
C. w(t = 3) ~ (1/6) [1/2, 1/2, 2, 2, 2, 2]
D. w(t = 3) ~ (1/6) [1/sqrt(2), 1/sqrt(2), sqrt(2), sqrt(2), sqrt(2), sqrt(2)]","Table 5: For each of the N = 6 observations (first column), the true class labels y^actual (second column) and the predicted outputs of the AdaBoost classifier y_hat_t for the first three rounds t = {1, 2, 3} of boosting.

 Obs.    y^actual   y_hat(t=1)   y_hat(t=2)   y_hat(t=3)
  x1        1           2            2            1
  x2        2           2            1            2
  x3        1           1            1            1
  x4        1           2            1            1
  x5        2           1            2            2
  x6        2           2            2            1",,A
